,src,tgt,path
3608,walk through kitchen until doors through door on left after into room,Walk through the kitchen until you reach two doors.  Walk through the door on the left and stop after stepping into the room. ,"['50629d10507840cba1ff155045d3f76b', '19c6928f8cc64d7aa2d18a48e3b4ee21', 'cdafd704291841daaa57ce008a95a06a', '6561b21dac894dfca3473db3037dbfad', 'bfd18e7fa8894c26a00f0cad55b31f76']"
3609,bathroom turn at foosball table turn again into bedroom walk foot of bed stop in doorway of bathroom,Leave the bathroom and turn left.  At the Foosball table turn left again into the bedroom.  Walk to the foot of the bed and stop in the doorway of the bathroom. ,"['85f96a391fcc4e23a5c3b3830a5955e7', 'b2c816b0e9a84252a6411c6cfd4996e5', '4779786357a34dfe938caf804044cac7', 'b6169f1b5e0a42489ed145131e9ae486', '77fa4b2db2cf45a0abff5833de1bc079', '3e1701bd29544e47b96d79d370933af5']"
3610,walk until in next room right into room on right in front of water heater,Walk until your in the next room. Make a right into the room on the right. Stop in front of the water heater. ,"['6683adca11334414925158c4d21105b1', '2296da968e464b8db6e6bdba81fbe274', '59bb2a23ea8547ee9a9d05cb436a621b', 'dd500133846248c1b24eea995d7dee4a', 'beaaf39947ee40f7822ed8a383bf6472', '09f015ea8ca94df8841bcea7030bca99']"
3611,turn forward few steps then right towards chairs in front of then there,Turn around. Go forward a few steps then turn right. Walk towards the chairs in front of you then wait there. ,"['df428e69750340cdb9612ca81d9b098b', '4069c437611e44c69edf8175de76b201', '118169c7cc3f488e88a237f10cad437b', '9e6df4301d8e45b28d96c115dea94756', '181111f8575a49039444d6180bf71c10']"
3612,turn right through first archway turn through double doors down several steps into hallway head hallway until stairway on left wait at top of stairs,Turn right and walk through the first archway. Turn left and walk through the double doors and down several steps into the hallway. Head straight down the hallway until you reach the stairway on your left. Wait at the top of the stairs. ,"['9305645632014863b3c3593dfc63954a', 'ba48c61ed9f74871a098165ac8586f6c', '9a58a33f622546f2b08fdea686675826', '70a57ddcd42148c2973c2cf0c2f454d8', 'f62d25bc9cbd41d3acb0b60301ae4955', 'caf815b583284834a7a07526e93de4e5', 'fe13ad21cb704dd785def322bb4bf719']"
3613,exit room down hallway right at glass door wait,Exit room and walk down the hallway. Turn right at glass door and wait. ,"['ea12dd63895345369d80a91aacb6e137', '905ce9bd3b84466b9da061b4cb46e629', '4e978c08440c4b12b4d989f80b22225b', 'a3e8df8c66f14855815c39cb50282e07', '8fab97869cf5427d94ea2bc3c04d2856']"
3614,turn right through kitchen then foyer wait at bottom of stairs,Turn right and walk through the kitchen.  Then turn left and enter the foyer. Wait at the bottom of the stairs. ,"['fffe7407b0324ceca095d418d02e2ea3', 'd16ee55e1e434c8abc07c79b08204bf1', '87449aea807942e0998e230c344f0e42', '112b976211e448f08cc955a8f4315e0c', 'b90801209e564a309883d214b02a6195']"
3615,exit room right straight hallway right into room past bed turn into second room on left wait there,Exit the room. Turn right and go straight down the hallway. Turn right and go into the room. Go past the bed and turn left into the second room on the left. Wait there. ,"['ba4dee4c0dd9410480e5ddeb625cdc88', '5da6b235e84743968b6f0b1bd75e250d', '6f5ab0712f694551a26278f5ace7a68c', '2c25ceddf2aa4f6182a84f2668b6635b', 'e61a450ffbe3472795b6559f3f36c211', 'a36d93ad718a4c18ae37b5b7e8b393ff', 'a819af38ac3f4e54b7cdc834c04a1d05']"
3616,straight toward stairs on right stairs then hallway wait near fireplace,Go straight toward the stairs on the right. Pass the stairs then head down the hallway. Wait near the fireplace. ,"['4fb707bafaca4534904f698e89a3e55b', 'feb3e37459f942f98d53eb78d66375f5', '118169c7cc3f488e88a237f10cad437b', '4069c437611e44c69edf8175de76b201', 'e1ac54fab83242b889a95320811c68e5', '7507d89cc172439dbd238eee34cda7a4']"
3617,walk straight desk on right straight past glass doors wait near bar with stool/chairs,Walk straight and pass the desk on the right. Go straight past the glass sliding doors. Wait near the bar with the stool/chairs. ,"['e5e1301c040f4617b2e9512bc4fb1c78', '74b06bb5be1945f99ceacd2687aaa74f', '2bf2e4eb6fbd490b95540647ecb4f708', '5fb9a0b5b9794fb290f15e050d81d5bb', 'd922a7a5956c4a42af51637f14c165d6', '5a57fb3d78084b48a7c31e681b7bdf0e', '48480b0985bb4337b23e3b3c8bf2bb91']"
3618,room then into room ahead then by bed,Go out the room then go into the room straight ahead and then wait by the bed. ,"['9490f85349c3481eb7a43e7d5eda5451', '092882e07ed14b5c94025aacb5469dc9', '5c4627e7805347bc8c09ba17aa248696', '42135c66aa4d464aa8a91630c187ed99', '7e23cbe5e28047d49ab4641f530c9f00', 'be5b6e7ec1654cf5bef5d348f9601697']"
3619,walk past railing in front of mirror,Walk left past the railing and stop in front of the mirror. ,"['94d0d0733a1d4cd28ab7aee39a7d041c', 'f67602b8762944b2bb2b1283cd301e2a', '1f169ea3d73c4cc8b7f653c4d4ff15cb', '21060452879b403cae060c2a21503889', 'ea1a6578bc034b31aa0c9844a987ff7d', 'e71839ebe96b481783835db43fec5cbd', 'c0e26df4e85f42d4bb21a9f9ee9e628b']"
3620,walk out towards sofa couch directly in front of left straight until bar stools in kitchen bar counter wait there,Walk out towards the sofa couch that is directly in front of you and make a left. Continue to walk straight until you reach the bar stools in the kitchen that are facing the bar counter. Wait there. ,"['f719c2037d3e4b70b30aa2f9e4f87320', 'e844a14235aa4befbb3fad6e54e8715c', 'a475d54e18664630b19f47575a874cf4', '7ee437db8a914c6d8ce7555b3ce6aae4', '7bfd840693034959a2dffb2625026980', 'ca2a1110dcfa4449a6cd735d6cfb9402']"
3621,exit laundry room into kitchen fridge walk middle of kitchen right then straight down stairs open door steps onto carpet stop,"Exit the laundry room into the kitchen where you can see the fridge.  Walk to the middle of the kitchen and turn right, then walk straight, down four stairs to the open door.  Take two steps onto the carpet and stop. ","['3e51eeaac8404b31ad8a950bb2bb953d', '3f432ddd169d4433979e004d1237d029', '5bc41a6e3b7748149e0e8592c5b4d142', 'aa4cfd0126dd4c6a9c533ca9cb4a033d', 'c29e99f090194613b5b11af906c47dab', '7d708a5b80ee45979870bae83b2bdd44', 'faa7088781e647d09df1d5b470609aa3']"
3622,walk around foot of bed stop at corner of tub with towels on,Walk around the foot of the bed and stop at the corner of the tub with the towels on it. ,"['301baa2b53d54369899be99587972b37', '8e5ae8d7ee55420f80bf433f33e790fe', '65b7fe76c12f44f1b67c5ad7b03ba63b', '9fb720a0582945cc81a6e6d2b63b6b30', '54f491ad92e347c892e35a0d48d497d2']"
3623,right walk patio out onto patio left lounge chairs behind chair at end before lounge chairs,Take a right and walk to the patio. Walk out onto the patio and take  left walking to the lounge chairs. Stop behind the dining chair at the end before the lounge chairs. ,"['5c1880dd58d34e68abf88d6551f0f449', '0e7a7b8f99a84a719128d3d0982e9b59', 'a92caa72325040bea8093cd576dd9a8d', '0cef156ab53041da97dd6a70d3d5af0b', 'de07efde6cf54bc28fd6f33b7cffe069', '8b675c426b5f4d7ca4ef9000da426789']"
3624,towards stair case walk around stair case pass in front of small wooden table enter through doorway into bedroom inside doorway,Begin walking towards the stair case. Walk around the stair case and pass in front of the small wooden table and enter through the doorway into the bedroom. Stop inside the doorway. ,"['447e9619e3b641f790ab3d9f8666b3d1', 'cd289dfb2a4d4161ab18c8b0e7889f0d', 'a2131c9b8e674c3db73821fb924f1644', '81829ab350054bf297a7ebbb1eb4fcee', 'fefbf5f40d364b0fb096d1d93aba4316']"
3625,turn around end of hallway cross over glass in floor next small hallway stop at end,Turn around and walk to the end of the hallway. Cross over the glass in the floor and enter the next small hallway and stop at the end. ,"['f3fb79361ba64ba3b4d5c2160f4d4f1f', 'd1ca17ceba9045d8b65ac93f8d3cdaf1', '9594700e2d354cc89c318b8df7ac29b1', 'f99835e3fffc45bbb3b4c992c78756e5', 'e40675d8209d426e8f60cdd315953cab', '7bf81bd8601e4bde87ef2365f625288c']"
3626,walk past foosball table outside near covered area walk through columns pathway right pathway stop at bottom of stairs,Walk past the Foosball table and outside near the covered sitting area.  Walk through the columns and take the pathway to the right.  Follow the pathway and stop at the bottom of the stairs. ,"['6309f0ce3b9b4488bf9aa2dde1da9f3f', '4779786357a34dfe938caf804044cac7', 'b5a0556b734741f5be20682706ab2ceb', '9cdfad544440432889ef083904548041', 'cc265738a28e44bd8e988841ea6fae96', '7e3ca6781bef4aa585eb61b72516678f']"
3627,staircase bottom at bottom through door ahead few feet right into room just inside door,go down the staircase to the bottom.  At the bottom go through the door that's ahead and a few feet to the right.  Walk into the room and stop just inside the door. ,"['298a2386166a43c8a04e1c24433f7d15', '34812a1a581b4f6490268057007f2e1a', '37f71f4c278d46e0a4a664b3e189ec8e', 'e8725e08bc3a496b8d791ca2f3bbeae2', '1841abbee0e04435a3fbd7db05df30b0', '0c171ecf9f6a46828c74e9088cf0c34a', 'a1be4fa0d9c14849a7ce3ca6d286586a']"
3628,turn around down stairway steps right into first doorway end of banister through doorway right again stairs plug in switch forward into room then next dolly push broom on left,Turn around and walk down the stairway five steps. Turn right into first doorway passed the end of the banister. Walk through doorway. Turning right again follow the stairs down passed the plug in switch. Walk forward into room and then wait next to the dolly and push broom on your left. ,"['85d57580fb854bf1b732565ce6b83fec', '64303f8d3b624128929cd6451d0db37b', '4d53b2df82b3494a80822eba94c31f2f', '8a2aeda8632c4fb38e51733e873ae813', 'cc507e886ab449b8980fcde8de54b4e1', 'a5adbda8c1314346a5dc10d9e0f3f908', 'd2e318aae7cb4c0198f72c97f7d2aedb']"
3629,walk through hallway around corner electrical cord on ceiling hallway past wooden bench against wall open double doors hallway around corner into open doorway painters equipment painter tarp on ground,Walk through the hallway around the corner passed the coiled up electrical cord on the ceiling. Continue down the hallway past the wooden bench against the wall towards the open double doors. Continue down the hallway around the corner. Walk into the open doorway that has painters equipment and a painter's tarp on the ground. ,"['652313c43e064574a464d97f67c52007', '0b7767a8959a48719e014e9ab7d3597b', 'e3b44e490fdb4632a07618be3c52f7a8', '9ee37c1bce0a41e8bd50821540e80713', 'af5f1942b4374015823bd32e31b31c64', 'd8cae4c7073346e392d3996254bf741c', 'e29484c59af4429981a6a5d5afe4d5a0']"
3630,turn around into bedroom area with side table lamp turn walk through door into hallway office area walk through office out door into long hallway with paintings,Turn around and walk into the bedroom area with side table and lamp. Turn and walk through the door into the hallway leading to the office area. Walk through the office and out the door into the long hallway with paintings. ,"['49f26e22f7514331b35d76bc1b8bb9f5', 'd2bf18703fd645bcb077523c3c200c30', '6f8be003180e485aa6312a534469785b', '88fe76c2969d431caf5d60ff7aa5467a', 'd1ffe5280fce4ac5a949cdc9ee8b6f7c']"
3631,exit room turn steps there,Exit the room. Turn left and go up the steps. Stop there. ,"['e10d6b636ed94caa87771f92b1251868', 'ef2bbeeb20aa4059bc79a9c3b7a45a1f', '99fa48d974fa43988f369b0e5766b36e', 'd7ec37565be24b1ca1d4f99c34fc1632', '15791b161c944d269ae3727bf19fc1a6', '751a95287d8e487eac608776f5e3a546']"
3632,stairs up stairs second landing,Locate the stairs. Travel up the stairs to the second landing. ,"['81fbf84311b34c679917c3712d163618', '17ffcca2452e4cfd9d38c7485919d9d2', '310b6efab43c4dc99c2b6eabaff9b675', '54412fe5b92e49239cb028c9234aaa0c', '95906009592d4f8eadc55e48507593be', 'f66c39dfa41346939c8253266b130559', '628a2cb0bb6d483cbc726c8aacd90bf4']"
3633,exit room past television on right left turn walk past bookshelves on left left turn inside of bathroom area by light switches,Exit the room walking past the television on your right.  Take a left turn and walk past the two bookshelves on your left.  Take another left turn and stop inside of the bathroom area by the light switches. ,"['efeef7cc82c84690addb0bf415f075ea', '35dde286a5324af49d540f7dd0bc3b74', 'f1c9fe4b49c443e891b6ef6b41ec25bc', '6f8be003180e485aa6312a534469785b', '4bd7d1a0c683471babf8c7abab4121a3']"
3634,walk into living room area past couches coffee table walk through open wall out into backyard area along tile pathway around pool down small set of steps beside lawn area,Walk into the living room area past the couches and coffee table. Walk through the open wall out into the backyard area. Walk along the tile pathway around the pool and down the small set of steps beside the lawn area. ,"['3ae10635160248a58e2197541e621ddb', '72c76f63e9124253b87ef7fe0b85ef85', 'd12a35cb161641318a92f9e5dd8915db', 'ce55b83aa694421a89a9866dc7c6b7b6', 'bb06442335d542cbb733939a78fcff36', 'b1ce0ca7853d4889ad9313a89b8150ac', 'c1601686ff1d4d6aa7b01a1cb4bc7e00']"
3635,through door sink turn at sink forward shower at bedroom door,Go through the door to the sink. Turn left at the sink and go forward to the shower. Stop at the bedroom door. ,"['06bc29df119749bd9c5be352b59d4451', '0eae51fd57fc43a0b17c04a87dc559fb', '626cac28fb084c17a09dfb81cfe01f22', '9f2ce45f125346de825f3be52f40aab0', 'be291fdeaee9413698d9da350207bc54']"
3636,walk past flag past fireplace walk by railing into doorway on right,Walk past the flag and to the left past the fireplace. Walk by the railing and into the doorway on the right and stop. ,"['7deb7519052e480a933602dc9e37bd2d', '53e850a074ec4c9ebecb3c8f41361d57', 'd525db12d1924c379c74f4e198115058', '61fbdce455e0426db9e95c4d86e8e028', 'a0aeade23ab74a5f93544047c19718e8', '9e94e381ffbf44eabc4b3fb0f8bff78a']"
3637,forward end of first bench,go forward to the end of the first bench. ,"['6e5b136520954ba8a93403828a35e83b', 'b3eb5df2a5e54a718d376a10d39ec57a', '16c8de72d3ff473aa1f710948a3d2903', 'f3b74c273ad4459fa631ed46c6f8889a', 'ec411c4cd1c44d21b37acfa24acc5b86', 'be3761f1bb7e4a0880af96366017efa8']"
3638,pass clear table chairs then right stairs top stop by picture frame lady watermelon,Pass the clear table and chairs and then turn right to g up the stairs. When you get to the top stop by the picture frame that has a lady and a watermelon. ,"['1227344eaa1f424b83db585fd665fb2a', 'db0e4e7b77c04948b581a11f633df145', 'a33fe858085149e8908942d0bf98767f', '96490c4da78240058d1f76a07ed95c9d', '68e4c4477aa442cbbb9a9f1e54b9b831', 'f1b191033043441987b8ebf1bb55002c', 'c20f944e9c434804944b0c1251247202']"
3639,exit bathroom into bedroom right bedroom through doorway into hallway then turn down second stair wait there by first baluster,"Exit the bathroom into the bedroom, turn right to exit the bedroom through the doorway and into the hallway. Then turn left, walk down to the second stair and wait there by the first baluster. ","['1e3222b860eb47c8b1bd1f019048fb91', 'caa2ac2476b04534a2e738ab44825493', 'd6eb5e0d9fad4df5a2ec9b04606e8053', '4531a8cd59c7423e8f938bcd905f7b62', 'bec7a60657d6483996aa2f0d03b9d691']"
3640,bed into hallway then behind blue couch turn next ottoman,Go passed the bed and into the hallway. Then go behind the blue couch and turn left. Stop next to the ottoman. ,"['f07aeb211ee441e5ae1845889055195d', '945b55df8540463ba66ab57abbed4869', 'fabe4fae36f74d6d8ae8d64cb5ca9b4e', '643111d29ca04e74abff09ca7be0fcdc', 'ee92ff66de3d44e9bc50bae691e83d92', '13c30ac9dae6410fa1da3247fba2af76', '6993d4826f644c37b5632edde130ab67']"
3641,walk past sink exit bathroom turn past ottoman through doorway towards stairs turn once doorway in front of doorway on left,"walk past sink and exit bathroom, turn left and walk past ottoman, walk through doorway towards stairs, turn left once you exit doorway and stop in front of doorway on the left. ","['a72230c911234d18b08568b9d8b02dd2', 'dee9919470d2404087727c29e18de0e3', '641770f54fc643ee86720ad169325d70', 'b52f35b11398442d84c02491081570c8', '30030a9a530b40fc88825ca8fc32f855']"
3642,walk toward sink area right sharp left at doorways through double doors there,Walk toward the sink area to the right. Take a sharp left at the doorways and walk through the double doors. Stop there. ,"['4eb2befc7e974e45a1956695ca4342e2', '77c8ac324e6e422faac5ffb32bd62c86', '7dcc99131ec74b968cb9d728c49220e0', '96d3ea8a25b347e4b097f070a1cba15e', 'e4a808c94c004bc7b2e3101c316bb02c']"
3643,exit wine cellar then table chairs head straight through large arch then right into room fireplace wait near plant on left,Exit the wine cellar then pass the table and chairs and head straight to go out through the large arch. Then turn right and go into a room that has a fireplace and wait near the plant on the left. ,"['15783cee785d4630bb732f4399519e8b', '0ff26224c3f04c3a924aa1982fa13976', 'df4659517bee4f6aa48b36d05bb1972c', '9d7a230cc1e643f5bb3cc0b0f3746284', '368d034f98ce4de7a03c5c31b5792680', '3a2ee04ca9024979af419e7f9da592ee']"
