src,tgt,path
walk toward television on wall turn before television forward through door ahead wait here,Walk toward the television on the wall.  Turn left before you reach the television.  Walk forward to exit through the door straight ahead.  Wait here. ,"['f71c7ed84bc34651a65dd51ba28cab4b', '0674ebc36a2048828d0ce0dc80751886', '4e3ca18a1d6848529e1e97e841b3faa9', '3c4a8eb4ef504942b6df1937932aa3f2', '6b3e8eaf98a14207b9ec30d4105938ce']"
turn around through great room stairs first room on left wait near ottoman,"Turn around to walk through the great room, pass the stairs and enter the first room on the left. Wait near the ottoman. ","['e63cf86fedff45b8a5c895adb0cf614f', '073ce382f78d4a81b8c673591a954997', 'cde9277ca5a74751ac26fa289a0ec5f5', 'a5542bba97c44a2cabd742267454fd13', 'e2f80f0b45c5439db45800b5e9126e72', 'b52f35b11398442d84c02491081570c8']"
down hall away from stairs before room at end of hall,Walk down the hall away from the stairs. Stop before you enter the room at the end of the hall. ,"['c5542c9984bc47b493361ba9e8d5c540', '72b6cd6714a54cb1895409997cb66388', '7c3b9e689c014d5483dcee581d6c53f5', '9b9d929b88994a0eaf69501c2cab3444', 'fbd7f3d338eb4ff883275a1c54e61bd9']"
walk into foyer past mirror left at column past office wait at bedroom door threshold,Walk into foyer. Walk past mirror. Make left at column. Walk past office. Wait at bedroom door threshold. ,"['163d61ac7edb43fb958c5d9e69ae11ad', 'f7ef3082a05c40659421f0a21731ae1b', '67dd134230034fc18ab8c30abd9af183', 'cc896d0984cc4661bff9087a0df6967c', '73f8049b6198422aa5f2edfc71fe423b', '76ba074e4b7a46feb3d829302db3bd2e']"
exit bedroom through door once outside of room hard left into doorway beside slot machine wait by mirror,"Exit the bedroom through the door.  Once outside of the room, make a hard left into doorway beside the slot machine. Wait by the mirror. ","['649674968430426d81caa4ab2e2b60d5', 'cdd11a8615a140ebbe4d0177d5aec1ab', 'bff73ad3851642d79ce25063c9c5a71e', 'fdf2c8890ea9424ca8e780e96c84c393', 'cfdd4f2deb074fbdacf231a19b467767', 'f83d0032ce684933a4d3e8784a9fd0bf']"
walk right side then up stairs reach,walk and take right side. Then up stairs and reach. ,"['8d01d3df74ea481bb82fd00f4ae6bae7', 'bd0a7e319efd4fd98e373a3d2a025566', '37e7b9950ba44d86b27ba9c5145efe85', 'ed46f2e3d89d4f2ea2ec7b14affef69d', '10b11d5c0cb7449baca31324b6a371bb', 'ea8c31ffae82450f87d19ca1ac4d01b7', 'bb2ed22637c342ba8acb80a377f234f9']"
walk past purple chairs wait behind second silver sculpture,Walk past the purple chairs. Wait behind the second silver sculpture. ,"['50e05f90fba84801ae904739ec28b0d6', 'a59a14272e1f421a906faffad3120256', 'e1acc1e4419f42e6ba0e51c42e76aab4', 'b2295a9f6d6449b3901838eb6ba109ff', '455c874aa7b949a2bf202a683e1061de', '58fc976e0c5f4b6e9f784665c0e452ac']"
walk forward turn forward until room wait in doorway,Walk forward and turn left. Walk forward until you reach room 339. Wait in the doorway. ,"['19c436824dcf4f4fae134b0dc064a367', '3f227a714e3c44aba3a19efe7b8b1681', 'be7c88ff81f04b52b18125c6c9f4b84f', '881a405088944173a5494c9e5145677c', '05007a3d6dc2420b960c6dcc2e9b0353', 'd57f3fb1653949b381ff1b725da842b7', 'b20bb1f3ef504e7aa12d65efcdd78f4f']"
down steps directly in front pass by brown chairs forward next left there,Walk down the steps directly in front. Pass by the two brown chairs. Continue walking forward. Take the next left. Stop there. ,"['751a95287d8e487eac608776f5e3a546', '15791b161c944d269ae3727bf19fc1a6', 'd7ec37565be24b1ca1d4f99c34fc1632', 'de68d1221d1749b392aff06c48512cf0', '0b302846f0994ec9851862b1d317d7f2', '3107120d425e424dacedb73bf44e9094']"
down stairs turn down stairs at bottom walk left side of single brown chair stop,"walk down stairs, turn left, walk down stairs,  at bottom walk to the left side of single brown chair and stop. ","['564ec6d404cb4349a21a05e0b4bc5fc8', 'aa6ef1806b414e5ab49db9a45595c8cc', '0d24c66abcef47fa898d9c239e6a3de9', 'e94cd6b986b5456990723fa8d9612759', 'feb3e37459f942f98d53eb78d66375f5']"
stairs landing turn stairs straight bathroom entrance wait,Go down the stairs to the landing. Turn left and go down the stairs. Go straight to the bathroom entrance and wait. ,"['4291cbfde1024467b1548934653f07ce', 'b6dea13e3e414d718e5977ae827651ca', 'cd200cef3d824df19eadb99c5224e733', '3ef76f35c6ae4ee6a69122e2413900e5', '2cbca953eeaf437799479c9111c1ee8a', 'aaa9cd95e66c4564b2065763e8dfe013']"
walk inside down stairs at bottom of stairs in front of crab artwork,Walk inside and down the stairs.  Stop at the bottom of the stairs in front of the crab artwork. ,"['04ce734b190f45f9a8c14331faa1479e', 'a44d8401f67a4dd59cb4414b1dcf3a86', 'e8bf4bb10201420c844f77680ce0e481', '0c859512f50540e185fcc64323cf87f4', 'e9c47a2ac68742568f5f17b65ebf711e', '5fd8f08588784e838f3f2f4b200e2982', '93ffa978cb164019be3b3b4e5b3f9c02']"
along railing left of staircase left into glass doorway step in,"Go along the railing to the left of the staircase, make a left into the glass doorway, take a step in and stop. ","['ecbf5fbd21624d5d872b17609b6616d9', '3d21f7b1843f4b4c9037b7ed0942dd6b', '9bf70d9f93b9443c89b19bfd9503a56a', '18940ca3b21745a8bd52557dc4b8abb3', '9297f6e3bbf646c19c811b380f5fbc55']"
toward stairs left into kitchen left beyond dining table living room on left stop,"Go toward the stairs, and take a left into the kitchen. Take the left beyond the dining table. Enter the living room on the left, and stop. ","['e5f8d864ab7545d3bae0e56a527041ec', '32fb55017460457cbe0b8d1790a54786', '8f5a767771964a56b3708d5415c446b2', '8b219cad487e4091b7c29146f0224729', '8b8c58d65b3049ef8a844f237096b06d']"
exit room then right stairs wait on last step top,Exit the room then turn right and go up the stairs. Wait on the last step to the top. ,"['4b85d61dd3a94e8a812affe78f3a322d', '21fca0d6192940e580587fe317440f56', '55e4436f528c4bf09e4550079c572f7b', '3c6a35e15ada4b649990d6568cce8bd9', '397403366d784caf804d741f32fd68b9', 'c23f26401359426982d11ca494ee739b']"
turn right forward bed on right forward towards right door entrance room there,"Turn right, and walk forward. Pass the bed on the right, and walk forward towards the right door entrance. Enter the room, and stop there. ","['07304b100af64280bbaf510f06c7069c', '006712c7ac144e9f9d36be2efd86ca61', 'b8d39c5113ee41709a857e1ddb0bcc31', 'e687b96cff1b4a3abc1a6a9b75a483d0', '6127ee658ce64bf48765bf59bbead503']"
turn down set of stairs level of home at bottom of stairs near black gold cabinet,Turn and down the set of stairs to the lower level of the home. Stop at the bottom of the stairs near the black and gold cabinet. ,"['50a28bec19bd4ad5ab3c97f58554599a', 'cefe85eb9d1e4592a020547df6107246', 'cc0682e6d88a44f3bfaeb81e91a79124', 'd0b75539f2484b0bb8e1612e549c06d3', 'baf252d021004390831cffc0c4987afd']"
down hallway until in front of wooden door next exist sign turn stand in front of next door over,Walk down the hallway until  you're in front of a wooden door next to an exist sign. Turn left and go stand in front of the next door over. ,"['1fd387a5d80e4d58972490d89edee1fd', '858a873ebc524be8b6c916058c9fcd7e', 'd3cfae9d2d5848e78d6f035f2f79c583', '4ff121c05215423186800ba733221f0e', 'c083ff948945461b882f657036d8a1d7']"
walk indoors into kitchen area through kitchen top of stairs then halfway stairs wait there,"Walk indoors into the kitchen area, walk through the kitchen to the top of the stairs then walk halfway down the stairs and wait there. ","['27fbc494019642a2bfe60585b8d97276', '75901739e73f477a9d418f119dc0570e', '9bd2d2a2178a40f08b8681dfd996c7b7', '7520b36bc71b43ea80d10f921f8724b3', '6a5c5a1b3ae8449cae3a0f784a7a5a7a', '12a12badbdf44335b299d7656bac26b8', '36a2419151544f299c99cc0f247b2bb2']"
head outside rail left until doors on right then through doorway stop,"Head outside to the rail and take a left, keep going until you see sliding doors on the right, and then go through the doorway and stop. ","['1d47ba7d0b094cee93aad6322445fd4b', '6a2ce6dc04294e55af92a617d00fc4aa', '6536cc05bf45478aa2aceaa3bc575b61', '4848ed4db295441c8722127d3df1c8c1', '5c727ef012ab4815816299f46ead2798', '4d2108a6225f4a47b19f54fa4a61588e', '5ef3f0f5642a4858a7dbc2c20dc04842']"
turn right stairs doorway not door wait at bottom of stairs,Turn right and go down the stairs. Enter the doorway that does not have a door. Wait at the bottom of the stairs. ,"['5d5aa3fb8039496b9930c0ca09d277c2', '5117df51d5b64847980813ed0519f031', '15db0029a9844a5c8f8aadefe7178d10', '8fd980702db14e348e93943d61fdfb9a', '9a477352c0364b76839862c7298bfb8e', 'd2875e02333d4dd991e866786a87c1be', 'd08f0e14da3b4d1bbc760d73b3c3ebea']"
straight then into room with number sign around staircase in tiled laundry room,Go straight and then go left into the room with the number 1 sign.  Go around the staircase and stop in the tiled laundry room. ,"['6dbb762da390463f83fc26b02e723259', '5260f113c5f542a8b6b115cbdfc9fef5', 'cd289dfb2a4d4161ab18c8b0e7889f0d', 'a2131c9b8e674c3db73821fb924f1644', '31eced24029c4dacad2bba2b1a2b7af9', '23d3a1b1dc134acc8ffa787e2ee558ed']"
enter room with large rounded mirror on left straight turn through door ahead at hallway,Enter the room with the large rounded mirror on the left. Go straight and turn left to go through the door ahead. Stop at the hallway. ,"['859a7c9c12c847d9a6860bd6d6bd635a', 'c3c5e202b9a04a63ae33742fe9095936', 'c06aae190b804b759496db0b88fe4820', 'f75d8b1b682c4fee965dd7c5c2dfae74', '00f205a65f374c5299b67176c0852e91', '05869550e06a407a8dedf24f887c9b26']"
through kitchen then right then hallway into first door on left then there,Go through the kitchen then turn right and then left to the hallway. Go into the first door on your left then wait there. ,"['b9548561951c4fe7b8a1c0cae0f46daf', 'e7f453ee1079449fafa407b4e4e8e40c', 'd102703b15c04d8b9e3922869068dd60', '6b0ea01a9b26428a85e31385ce71576d', 'cf2f173f04984b13b8cfda8010a8b52c', '15ef51c638de46f196fdd00a805e80c4']"
walk through door away from left wait at top of white marble stairs,Walk through the door furthest away from you and take a left. Wait at the top of the white marble stairs. ,"['5ee1a604d54f459cb64f33acdd18910e', '8be5effc17454d3f872ea16b4948015b', 'db3f3ca133714b02877c14da914630ab', '10e1b4e1aab94a7988477a15f8cc518b', '154cbcc9b744473780da78d787e1ad34', '20d4286c35fa46a2b4f0db5fb1ff8d86', '3f75b2d4af4d4afd85666d4c1302008c']"
walk towards stairs at bottom of stairs top in front of weight on cabinet on of stairs,Walk towards and go down the stairs. At the bottom of the stairs top in front of the weight on the cabinet on he left of the stairs. ,"['f99835e3fffc45bbb3b4c992c78756e5', '12c934ed973740efbdbe207ab3a064d3', 'fa51cb2051f240d795737cdffeda6178', 'd5dbd24d1b9c404a9b4fc687ecf17a4f', '0aa7d38c4a904859b548bd69f4691106', 'c6ee591e1061490d8c15ff8de1ab58aa']"
walk across room bed on right through doorway hall right wait at top of stairs,Walk across the room passing the bed on the right. Exit through the doorway and go down the hall. Turn right and wait at the top of the stairs. ,"['8b29770bf446475b814d254d9b2670f6', '27b904430e4e48acb818e2ab80f183e3', '0672a86275c14b148e8618ecde714e06', '837b0a58fa8b4820a3c07e0c89ccfc60', 'b5b07238f2f94494b5d16390855584cb', '1c2209fa44fc48c7b7ce7981bafc4ccf', 'f1b191033043441987b8ebf1bb55002c']"
walk past fireplace exit room through doorway on right immediately turn through hallway right on stairway landing,"Walk past the fireplace and exit the room through the doorway on the right. Immediately turn left, walk through the hallway, turn right and wait on the stairway landing. ","['f7787c614a464923980e18fdb980f6e7', '69b8eb3000854ba48b2882a35f125af5', '9c288661e4934fb49e4e861cf2b51c57', '79878e3ae5364a658d3f7a0a683c3505', 'a68b5ae6571e4a66a4727573b88227e4', '9200a845d37a4e0ab6cbf58f334acbce', '813bb8880cdf4a24b48d97af1b4443a2']"
closet turn at kitchen area walk patio behind first chair out there near corner column,Leave the closet and turn left at the kitchen area.  Walk to the patio and stop behind the first chair out there near the corner column. ,"['63628e0fe6084baeb6e5005b14753793', '63e33ac709a8411687e5b4a36dda1c76', 'e4a4df0cca7d481fa58dd0c483c08da3', '07cd02ed4db64d8bb7280d4c6a53385b', '1f82c88d356249708e9b46448be7034a', '98ada9cf49e441539d91b3f45839539b']"
exit bedroom enter room with table football game wait here,Exit bedroom and enter room with table football game.  Wait here. ,"['eea2e371b6ac43c4a72edf8546be9388', '77fa4b2db2cf45a0abff5833de1bc079', 'b6169f1b5e0a42489ed145131e9ae486', '4779786357a34dfe938caf804044cac7', '128b6ca35e664c84a457de8d856c8444']"
walkway room walk past fireplace wait in archway dining room,Go down the walkway to the sitting room. Walk past the fireplace and wait in the archway to the dining room. ,"['6a39f7496f3e496abad3584ae5812de4', '146714339e954166a2f701202e030c29', 'd7457234e5d54417bcc64a74d6ecfd9a', 'bbbe225834074bb0a3fb31a3e1e80685', 'fc30206582bb494190095c4439e2da29']"
walk through corridor down steps at bottom of steps,"Walk straight through corridor, and down steps. Stop at bottom of steps. ","['b0a3ea6e7efb429eab0d0ede3174f906', 'b1e41a74f03a4ceeabd6a6da3dc557b2', '19ae938a01884f31bb5b758b5a8feb83', 'd6316b40b9c8413386ef184e5a5382ab', '701293ca052c452c8454a11cf5f140f5', 'd910a01091f047bc9a4344fcf362621c']"
turn past pool table bedroom on left wait near closet door,"Turn left, walk past the Pool table and enter the bedroom on the left. Wait near the closet door. ","['90134c38554c4c15b5017daacaa9182a', '02536c70a99d4749bc290d1aa962ebc7', '3825796e4d5b48558b36001b2f96b31c', '79103bf93d81464786b23dc26991d23e', '71834224b28f45aca00f1c19f2ba0668']"
walk out of closet turn in entryway,Walk out of the closet and turn left. Stop in the entryway. ,"['0387739d97b34c12bb30593672a0b4ef', '2d65aebdc4064e2baaef30bc6cee9568', '303468f25f254a04ba109f567acb4340', 'ef1d1f1bcbb84b0b8242a4c7cef97909', '7478c47d6145458d80f89cee31d70fdf']"
walk past bed walk past green double chaises wait at threshold of white door,Walk past bed. Walk past green double chaises. Wait at threshold of white door. ,"['9f604c054f8f4a0da5778d3c0b36575d', '14a8edbbe4b14a05b1b5782a884fb6bf', '0f1ba9e425a0452eade2a180cfa41e32', '75bea3b92c924203951655b393e92979', '425e120b2d7742b1a8f0902355908761']"
turn around past large table forward door outside stop right in front of door,Turn around and walk past the large table. Keep heading forward to the door leading outside and stop right in front of the door. ,"['91111c6190974b33b8fc0b6a94dcff26', 'a2d600c414544aee8f19f6a83069e3ef', 'dd251ee8bca44b64a5dd2bb6036091f5', '368d034f98ce4de7a03c5c31b5792680', '19040a53d9c6459da092ab8702a6f421']"
down hallway toward paintings living room wait behind gray couch,"Walk down the hallway toward the paintings, enter the living room, wait behind the gray couch. ","['c23f26401359426982d11ca494ee739b', '29fb3c58b29348558d36a9f9440a1379', '6d11ca4d41e04bb1a725c2223c36b2aa', '65763d39327d429aacb2ec382859e562', '3731cd0ad6784067a5a3819f071d7878', '12027c1e43dd4e808d58137ddb8e293b', '2f78f0c5a7714e29a93fe5cb72bea6bc']"
turn hallway turn right at end of hallway by water cooler wait there,Turn around and go down the hallway.  Turn to the right at the end of the hallway. Stop by the water cooler.  Wait there. ,"['ea4298ce6f094758ab87d303f2c1a3f3', '8a635ca266c041c484817498ec7aaabd', 'a66b30f181774c02926ec17922f8e0c8', '343c4f94c6aa47a4b635a78e8c9e2ef7', 'a6c98c3bdcfa4f398c15ec4eb6532f09']"
walk into hallway right wait in doorway next bathroom at end of hall,"Walk into the hallway and to the right. Wait in the doorway next to the bathroom, at the end of the hall. ","['ca38c3e0cbcf4a4992d79889e5793cb7', '2754c89e3b2645d598ace5d7878f5d13', '980150b99a2946a0894c33df8fb616d2', 'e5c5d8fa1ad94d97bcdb74e69e938ea0', 'd2a0481db3044dfbac40244bdbf9f9e1', '91b54e8895bf4d63922b5ef7ea839d4c']"
walk towards hallway in door frame prior hallway,Walk towards the hallway and stop in the door frame prior to entering the hallway. ,"['7619c3a3428f4448b33615b460606508', 'e20ca2d896bc41bb9c03a679bf94fd68', 'da07d639cbd44e46abf3c23d9f7fa2c5', '89a5978345854bd486450d81c204a79d', '78d6e1d2e0d042af9f1c96b180d449d6']"
down stairs turn right through area by balcony doors,"Walk down the stairs, turn right, walk through the sitting area, stop by the balcony doors. ","['e3c840907dd04cf7b991823c664a2ee6', 'b2726280b7314fe29ee9ddebd7060a2c', '77d87c2eae1845e693d164b1a7845eed', 'd2c0d74f544446a893d33bf053de2046', '2bcf4fb2ce434ef3a24cb3c8c0fc4357', '93a427d35bc348c39e58ad8df872af1e', 'e29406c286884326a4dc183830bdb6d8']"
walk into room spiral stairs wait there,Walk straight into the room. Go up the spiral stairs. Wait there. ,"['259d382e92ce4a10bbc8e7d713b4b5ca', 'cbc67dde97724e1aa8db3625f927e04b', '4c17b89b2e6842afb8af4859fac39ef1', '943dfb563a094c0996354573f30b8ba3', '888920803e94405ab5b9c69a3efea401', '2eb93a40209146b297e1645227ee7718']"
bathroom move towards bed in center of wood floor next refrigerator,Leave the bathroom and move towards the bed. Stop in the center of the wood floor next to the refrigerator. ,"['1db1c0a09ecf40d188197efc05ced3bb', '97ed68de989e44fdaf2d9b949898fab6', '0b02e18654324edd8d74c078b66bfb20', 'aebb1de49d21485e8bef7633dfb58761']"
turn right into hallway turn down hallway wait by bedroom,"Turn right, walk into the hallway, turn left, walk down the hallway, and wait by the bedroom. ","['e61a450ffbe3472795b6559f3f36c211', '2c25ceddf2aa4f6182a84f2668b6635b', '6f5ab0712f694551a26278f5ace7a68c', '6fa724aeeedd448baaef3410230af97c', 'e165b44c56394d7b8322a813cd82d490', 'f86f17660af34b46b5a55eca66f1dc6b', 'eec88eb9fe534ed79ef172a3e115f54a']"
bathroom out of bedroom into hallway forward stairs on fourth stair from top,Leave the bathroom and go out of the bedroom into the hallway.  Go forward and go down the stairs. Stop on the fourth stair from the top. ,"['5796e7daf64e40a6aa1a6e003d1632ed', '41fbb6cadff540b48fcb2021bcca9364', '6dec3cb690e24470a108893fc88ec52b', 'cb0762e9b6af4891b7be36942549586f', '88ffbea957e34cd09d0ce2d3290e9694', 'ff3ed1ef732845839881115ed38d331f']"
