src,tgt
walk past yellow extension cord walk past hanging wires walk past console table turn opposite piece of grey carpet wait at wall vent,Walk past yellow extension cord. Walk past hanging wires. Walk past console table. Turn left opposite piece of grey carpet. Wait at wall vent. 
down stairs turn once bottom step into kitchen/eating room just after through doorway,Walk down the stairs and turn left once you get to the bottom.  Step into the kitchen/eating room and stop just after going through the doorway. 
towards top of stairs stairs left into archway stop,"Go towards the top of the stairs, go down the stairs, make a left into the archway and stop. "
turn hall stairs then stairs turn wait in doorway kitchen,"Turn around, go down the hall to the stairs, then go down the stairs. Turn left and wait in the doorway to the kitchen. "
stairs through double doors left then right before mirror,Go up the stairs and go through the double doors to the left and then turn right. Stop before the mirror. 
up stairs through glass doors on left straight wait by mirror,Walk up the stairs. Walk through the glass doors on your left. Walk straight. Wait by mirror. 
stairs turn then through double doors wait in hallway by entry table,"Proceed up the stairs, turn left and then walk through the double doors. Wait in the hallway by the entry table. "
cross living room couch on left past black chair stand in front of painting,Cross the living room keeping the couch on your left. Continue past the black chair. Stand in front of the painting. 
straight furniture stop by fireplace,Go straight passed the furniture and stop by the fireplace. 
walk past couch towards painting pass between couch saxophone in front of painting,Walk straight past the couch towards the painting. Pass between the couch and the saxophone and stop in front of the painting. 
walk toward shower then bathroom hard right,"Walk toward the shower, then exit the bathroom, make a hard right and stop. "
exit bathroom right in doorway of empty room,Exit the bathroom and turn right.  Stop in the doorway of the empty room. 
turn around out onto patio right alongside pool in front of first door on right,Turn around and walk out onto the patio. Turn right and walk alongside the pool. Stop in front of the first door on your right. 
turn between pool potted plant near open door,Turn left and go between pool and potted plant. Stop near the open door. 
bottom of staircase plant,Go down to the bottom of the staircase nearest the plant. 
past potted plant stairs few steps from bottom in front of window,Go past the potted plant and go down the stairs.  Stop a few steps from the bottom in front of the window. 
down stairs stop at window on stairs,"Walk down stairs, stop at window on stairs. "
straight past kitchen.turn steps of stairs,Go straight past the kitchen.Turn left and go down two steps of the stairs. 
turn left kitchen area wait on second step,Turn around and take a left when you get to the kitchen area. Wait on the second step. 
enter house walk through kitchen second left stairs on second stair from bottom,Enter the house and walk through the kitchen. Take the second left and go down the stairs. Stop on the second stair from the bottom. 
